Wavelength_nm,Amplitude_V
1541.276,0.37389123
1541.278,0.25469446
1541.28,0.44902763
1541.282,0.5166872
1541.284,0.4930607
1541.286,0.5885237
1541.288,0.4184277
1541.29,0.26061273
1541.292,0.3489638
1541.294,0.50815856
1541.296,0.23267129
1541.298,0.21570413
1541.3,0.4624173
1541.302,0.3222137
1541.304,0.5082852
1541.306,0.1718418
1541.308,0.26784822
1541.31,0.23404995
1541.312,0.44893408
1541.314,0.4796646
1541.316,0.32800135
1541.318,0.33901468
1541.32,0.16601594
1541.322,0.45091406
1541.324,0.5961588
1541.326,0.48896092
1541.328,0.21155617
1541.33,0.41156137
1541.332,0.24747841
1541.334,0.11508828
1541.336,0.18991143
1541.338,0.15129678
1541.34,0.19796628
1541.342,0.4978022
1541.344,0.24641606
1541.346,0.47851998
1541.348,0.5744313
1541.35,0.38713655
1541.352,0.34270447
1541.354,0.4750636
1541.356,0.14854507
1541.358,0.31410605
1541.36,0.3494123
1541.362,0.51552564
1541.364,0.5071088
1541.366,0.52413267
1541.368,0.44893646
1541.37,0.36527792
1541.372,0.5139397
1541.374,0.5366412
1541.376,0.3402423
1541.378,0.59283096
1541.38,0.53740907
1541.382,0.35523483
1541.384,0.1346438
1541.386,0.21224603
1541.388,0.4881993
1541.39,0.15557712
1541.392,0.33490002
1541.394,0.4024261
1541.396,0.5391734
1541.398,0.52355695
1541.4,0.48213896
1541.402,0.30384713
1541.404,0.17112462
1541.406,0.43482465
1541.408,0.19064431
1541.41,0.38065726
1541.412,0.59033906
1541.414,0.37515488
1541.416,0.42277843
1541.418,0.43878773
1541.42,0.5151942
1541.422,0.31749034
1541.424,0.34875494
1541.426,0.187986
1541.428,0.40733993
1541.43,0.247879
1541.432,0.35381237
1541.434,0.4832786
1541.436,0.10878495
1541.438,0.38195777
1541.44,0.1867225
1541.442,0.23969167
1541.444,0.11735664
1541.446,0.18473138
1541.448,0.5933147
1541.45,0.5992614
1541.452,0.45992395
1541.454,0.40592843
1541.456,0.4885035
1541.458,0.54827714
1541.46,0.35965252
1541.462,0.117642
1541.464,0.4546979
1541.466,0.59230125
1541.468,0.22902648
1541.47,0.33173278
1541.472,0.2806372
1541.474,0.29523376
1541.476,0.4607
1541.478,0.28920218
1541.48,0.57054204
1541.482,0.49482924
1541.484,0.11382351
1541.486,0.5092744
1541.488,0.4864287
1541.49,0.35824686
1541.492,0.3484087
1541.494,0.51776344
1541.496,0.31239265
1541.498,0.17973118
1541.5,0.25644943
1541.502,0.2326012
1541.504,0.44052953
1541.506,0.18943667
1541.508,0.42238623
1541.51,0.33298346
1541.512,0.51983047
1541.514,0.34249938
1541.516,0.56490195
1541.518,0.55023456
1541.52,0.19264379
1541.522,0.44308317
1541.524,0.20731238
1541.526,0.5116522
1541.528,0.41786158
1541.53,0.24705885
1541.532,0.22456181
1541.534,0.31478882
1541.536,0.5003615
1541.538,0.4980808
1541.54,0.11668811
1541.542,0.2511436
1541.544,0.31142548
1541.546,0.392791
1541.548,0.1747635
1541.55,0.2676415
1541.552,0.5427985
1541.554,0.33827376
1541.556,0.47207162
1541.558,0.34238926
1541.56,0.33249128
1541.562,0.41096276
1541.564,0.22968225
1541.566,0.22490105
1541.568,0.5946769
1541.57,0.534496
1541.572,0.46887743
1541.574,0.16857228
1541.576,0.11511236
1541.578,0.18770625
1541.58,0.5688655
1541.582,0.50814486
1541.584,0.361538
1541.586,0.5843903
1541.588,0.17329106
1541.59,0.37957522
1541.592,0.19161107
1541.594,0.2532143
1541.596,0.5700675
1541.598,0.5341393
1541.6,0.1508994
1541.602,0.2247719
1541.604,0.39725372
1541.606,0.13067639
1541.608,0.37504232
1541.61,0.3922457
1541.612,0.24548359
1541.614,0.2465615
1541.616,0.21453963
1541.618,0.5678382
1541.62,0.29443556
1541.622,0.39263454
1541.624,0.2507873
1541.626,0.451332
1541.628,0.15072064
1541.63,0.13582078
1541.632,0.4721419
1541.634,0.46333396
1541.636,0.23250067
1541.638,0.27752337
1541.64,0.57863027
1541.642,0.15216514
1541.644,0.19157353
1541.646,0.3150192
1541.648,0.24104945
1541.65,0.42450428
1541.652,0.44530085
1541.654,0.36319405
1541.656,0.40559864
1541.658,0.3167104
1541.66,0.48019361
1541.662,0.12104925
1541.664,0.25644568
1541.666,0.44221503
1541.668,0.26482254
1541.67,0.13926764
1541.672,0.2725067
1541.674,0.4557474
1541.676,0.16099243
1541.678,0.46231568
1541.68,0.48772785
1541.682,0.41765037
1541.684,0.22211702
1541.686,0.5026477
1541.688,0.20722125
1541.69,0.55291045
1541.692,0.45332286
1541.694,0.12735996
1541.696,0.49964356
1541.698,0.35321677
1541.7,0.32632446
1541.702,0.3102556
1541.704,0.40331504
1541.706,0.46228924
1541.708,0.5479883
1541.71,0.23647241
1541.712,0.41538814
1541.714,0.4431713
1541.716,0.43739858
1541.718,0.34650034
1541.72,0.29551128
1541.722,0.4811894
1541.724,0.2500049
1541.726,0.20402658
1541.728,0.37291458
1541.73,0.23380543
1541.732,0.116616584
1541.734,0.12578787
1541.736,0.44750527
1541.738,0.58657295
1541.74,0.32734418
1541.742,0.17353056
1541.744,0.5090416
1541.746,0.23071794
1541.748,0.59781325
1541.75,0.3816321
1541.752,0.21631627
1541.754,0.34800237
1541.756,0.26769063
1541.758,0.489736
1541.76,0.15290794
1541.762,0.52850133
1541.764,0.48366845
1541.766,0.5306819
1541.768,0.54749686
1541.77,0.21488892
1541.772,0.3605029
1541.774,0.5249611
1541.776,0.288694
1541.778,0.13020378
1541.78,0.24581718
1541.782,0.22096016
1541.784,0.5350313
1541.786,0.3319232
1541.788,0.44177213
1541.79,0.5810596
1541.792,0.24959393
1541.794,0.4805998
1541.796,0.11138206
1541.798,0.1520581
1541.8,0.18093255
1541.802,0.25620916
1541.804,0.30149361
1541.806,0.33850795
1541.808,0.22266567
1541.81,0.13310766
1541.812,0.43876153
1541.814,0.111830674
1541.816,0.5047353
1541.818,0.5645774
1541.82,0.45518446
1541.822,0.39798027
1541.824,0.42850927
1541.826,0.426111
1541.828,0.5658526
1541.83,0.58215296
1541.832,0.31335583
1541.834,0.4085396
1541.836,0.5014035
1541.838,0.100519076
1541.84,0.36350796
1541.842,0.42643818
1541.844,0.45860273
1541.846,0.2843947
1541.848,0.24782221
1541.85,0.19107129
1541.852,0.37890777
1541.854,0.55965173
1541.856,0.5479891
1541.858,0.27998295
1541.86,0.22892757
1541.862,0.49439692
1541.864,0.46249002
1541.866,0.35266992
1541.868,0.29451513
1541.87,0.16189896
1541.872,0.4925693
1541.874,0.40873224
1541.876,0.28844085
1541.878,0.559394
1541.88,0.42983636
1541.882,0.5646194
1541.884,0.33720624
1541.886,0.32730892
1541.888,0.56861967
1541.89,0.57989573
1541.892,0.58038366
1541.894,0.5094487
1541.896,0.33120307
1541.898,0.20514965
1541.9,0.29172045
1541.902,0.5691487
1541.904,0.28177714
1541.906,0.47835872
1541.908,0.56150216
1541.91,0.5851961
1541.912,0.5738371
1541.914,0.3775288
1541.916,0.34594002
1541.918,0.5938203
1541.92,0.2090896
1541.922,0.19376513
1541.924,0.5815911
1541.926,0.44459742
1541.928,0.368152
1541.93,0.1660249
1541.932,0.35662013
1541.934,0.5721106
1541.936,0.40144566
1541.938,0.3023143
1541.94,0.3755515
1541.942,0.5430725
1541.944,0.5564243
1541.946,0.3000441
1541.948,0.4040305
1541.95,0.2396013
1541.952,0.32554266
1541.954,0.20994131
1541.956,0.36573613
1541.958,0.38912007
1541.96,0.26891837
1541.962,0.23605914
1541.964,0.1755128
1541.966,0.16977184
1541.968,0.45573056
1541.97,0.210819
1541.972,0.1589885
1541.974,0.59943587
1541.976,0.22995825
1541.978,0.5480242
1541.98,0.404593
1541.982,0.4575351
1541.984,0.38045946
1541.986,0.19040559
1541.988,0.5235258
1541.99,0.5139864
1541.992,0.27484274
1541.994,0.48192534
1541.996,0.37152013
1541.998,0.55452454
1542.0,0.5014122
1542.002,0.12049788
1542.004,0.539638
1542.006,0.58428323
1542.008,0.4710781
1542.01,0.15995677
1542.012,0.5036879
1542.014,0.42374453
1542.016,0.26941317
1542.018,0.54201525
1542.02,0.38278335
1542.022,0.526464
1542.024,0.43505687
1542.026,0.24425805
1542.028,0.58750933
1542.03,0.3855028
1542.032,0.35837764
1542.034,0.3017548
1542.036,0.1681721
1542.038,0.44310644
1542.04,0.3153996
1542.042,0.5673063
1542.044,0.58254856
1542.046,0.48382044
1542.048,0.22124738
1542.05,0.45798984
1542.052,0.11021087
1542.054,0.5132002
1542.056,0.3468093
1542.058,0.5683698
1542.06,0.28888002
1542.062,0.2315868
1542.064,0.59752816
1542.066,0.36533892
1542.068,0.5315913
1542.07,0.5555286
1542.072,0.35923436
1542.074,0.32785696
1542.076,0.37644297
1542.078,0.52386975
1542.08,0.5823301
1542.082,0.26416105
1542.084,0.4693152
1542.086,0.24268724
1542.088,0.4054765
1542.09,0.5023948
1542.092,0.54324317
1542.094,0.3243581
1542.096,0.28487784
1542.098,0.2267258
1542.1,0.16670859
1542.102,0.28245878
1542.104,0.5359889
1542.106,0.30940476
1542.108,0.25864658
1542.11,0.46956614
1542.112,0.20779224
1542.114,0.2281434
1542.116,0.5679543
1542.118,0.14079484
1542.12,0.3073156
1542.122,0.3883756
1542.124,0.21513036
1542.126,0.24050625
1542.128,0.21092269
1542.13,0.27259278
1542.132,0.54925287
1542.134,0.31579366
1542.136,0.3089145
1542.138,0.29329044
1542.14,0.58205783
1542.142,0.15864971
1542.144,0.5359377
1542.146,0.26358053
1542.148,0.5782558
1542.15,0.25761363
1542.152,0.14143719
1542.154,0.36002094
1542.156,0.21393278
1542.158,0.4764949
1542.16,0.42865282
1542.162,0.4432346
1542.164,0.19674474
1542.166,0.45431513
1542.168,0.2556655
1542.17,0.59933704
1542.172,0.46588382
1542.174,0.39520577
1542.176,0.5335589
1542.178,0.39465585
1542.18,0.37637493
1542.182,0.2186578
1542.184,0.439056
1542.186,0.28732222
1542.188,0.121541314
1542.19,0.5080309
1542.192,0.12593658
1542.194,0.43615007
1542.196,0.17836045
1542.198,0.31628475
1542.2,0.52954584
1542.202,0.14720978
1542.204,0.43357533
1542.206,0.40630937
1542.208,0.5337649
1542.21,0.18636744
1542.212,0.49989375
1542.214,0.3250606
1542.216,0.31432196
1542.218,0.28089216
1542.22,0.29278708
1542.222,0.3599798
1542.224,0.15339991
1542.226,0.31253293
1542.228,0.4259906
1542.23,0.34909618
1542.232,0.18291473
1542.234,0.28152585
1542.236,0.32148084
1542.238,0.4344374
1542.24,0.55038315
1542.242,0.37518775
1542.244,0.43818405
1542.246,0.1385948
1542.248,0.5772335
1542.25,0.25760433
1542.252,0.27714586
1542.254,0.21142139
1542.256,0.14233504
1542.258,0.4950234
1542.26,0.22024503
1542.262,0.24134387
1542.264,0.19089814
1542.266,0.58744264
1542.268,0.4905174
1542.27,0.5649498
1542.272,0.5308617
1542.274,0.5531484
1542.276,0.33951703
1542.278,0.18527071
1542.28,0.26344016
1542.282,0.24622576
1542.284,0.4585669
1542.286,0.112836346
1542.288,0.1710211
1542.29,0.44144255
1542.292,0.16172117
1542.294,0.124145925
1542.296,0.15460758
1542.298,0.4453371
1542.3,0.16966262
1542.302,0.17315218
1542.304,0.2151501
1542.306,0.47545534
1542.308,0.20017646
1542.31,0.117687695
1542.312,0.55293167
1542.314,0.5381592
1542.316,0.1924095
1542.318,0.23267129
1542.32,0.19427879
1542.322,0.45976728
1542.324,0.22500445
1542.326,0.56572485
1542.328,0.5138205
1542.33,0.39420056
1542.332,0.10446911
1542.334,0.5418347
1542.336,0.46388084
1542.338,0.4939537
1542.34,0.1359126
1542.342,0.45428008
1542.344,0.5022947
1542.346,0.5783177
1542.348,0.39023525
1542.35,0.35402092
1542.352,0.3126984
1542.354,0.45064384
1542.356,0.5604107
1542.358,0.39987752
1542.36,0.21364182
1542.362,0.10878698
1542.364,0.40955657
1542.366,0.5322989
1542.368,0.13298763
1542.37,0.2987856
1542.372,0.5700235
1542.374,0.3508385
1542.376,0.21032912
1542.378,0.2768282
1542.38,0.3040698
1542.382,0.15864475
1542.384,0.4303961
1542.386,0.39608216
1542.388,0.42386144
1542.39,0.40539578
1542.392,0.10833603
1542.394,0.18723142
1542.396,0.182786
1542.398,0.14897574
1542.4,0.46773788
1542.402,0.1600686
1542.404,0.43409705
1542.406,0.18919516
1542.408,0.15915509
1542.41,0.18126503
1542.412,0.35420173
1542.414,0.42274126
1542.416,0.50596243
1542.418,0.1642811
1542.42,0.40809336
1542.422,0.4869198
1542.424,0.25620258
1542.426,0.13985778
1542.428,0.17797299
1542.43,0.14577933
1542.432,0.543606
1542.434,0.28835082
1542.436,0.3616743
1542.438,0.48434407
1542.44,0.2857492
1542.442,0.42455134
1542.444,0.13833992
1542.446,0.34045282
1542.448,0.14825948
1542.45,0.22414207
1542.452,0.24667041
1542.454,0.4587919
1542.456,0.4370521
1542.458,0.47354004
1542.46,0.13087752
1542.462,0.5969571
1542.464,0.12721002
1542.466,0.5128739
1542.468,0.47013447
1542.47,0.3958809
1542.472,0.3194286
1542.474,0.47856617
1542.476,0.4699289
1542.478,0.16858917
1542.48,0.49631622
1542.482,0.1392785
1542.484,0.35027307
1542.486,0.4225409
1542.488,0.5108444
1542.49,0.3315551
1542.492,0.21842904
1542.494,0.34532982
1542.496,0.22510405
1542.498,0.3643627
1542.5,0.3312541
1542.502,0.49025226
1542.504,0.22004506
1542.506,0.1999926
1542.508,0.33709267
1542.51,0.12525219
1542.512,0.21467032
1542.514,0.27685246
1542.516,0.34381485
1542.518,0.23471835
1542.52,0.38031825
1542.522,0.53920734
1542.524,0.37186372
1542.526,0.24341977
1542.528,0.13099049
1542.53,0.16833316
1542.532,0.38060868
1542.534,0.44185442
1542.536,0.12483397
1542.538,0.19277492
1542.54,0.25954065
1542.542,0.25988656
